GENE	Gene Length	DtL_0min_set2d_RNA_Rep1	DtL_0min_set2d_RNA_Rep2	DtL_0min_set2d_RNA_Rep3	DtL_20min_set2d_RNA_Rep1	DtL_20min_set2d_RNA_Rep2	DtL_20min_set2d_RNA_Rep3	DtL_40min_set2d_RNA_Rep1	DtL_40min_set2d_RNA_Rep2	DtL_40min_set2d_RNA_Rep3	DtL_60min_set2d_RNA_Rep1	DtL_60min_set2d_RNA_Rep2
YNL008C	2031	19.353	19.1281	19.5135	21.8754	21.0011	20.5967	22.001	21.0049	21.9496	22.0046	23.4559
YNL009W	1263	2.5831	2.82329	2.48863	2.88022	2.39475	2.69148	3.22985	3.09611	2.87832	3.47102	2.58685
YNL010W	726	183.342	161.288	168.416	174.433	141.841	158.224	167.719	152.324	157.28	159.445	153.483
YNL011C	1335	14.2299	14.7593	16.7558	17.2418	16.8137	16.5813	18.4221	18.1756	18.6803	16.8485	17.9874
YNL012W	1896	2.52685	2.38764	2.45989	2.45237	2.34163	2.71012	3.45827	2.39061	3.45701	4	2.65438
YNL013C	378	0	0.365808	0	0	0	0	0	0	0	0.174896	0.165316
YNL014W	3135	4.56813	4.5892	6.11266	5.15315	5.7908	5.47949	5.66583	6.11826	6.47398	5.80849	6.60609
YNL015W	228	2186.85	1642.04	1715.43	1989.16	1694.37	2127.95	2948.47	1948.37	2355.74	3357.65	2089.57
YNL016W	1362	259.155	240.907	238.958	274.742	230.28	228.799	238.71	235.008	233.857	203.643	233.146
YNL017C	339	0.323307	0.698972	0.257188	0	0.264469	0.28335	0	0	0	0.501278	0.236909
YNL018C	1839	1.11653	1.03876	1.15028	0.964006	0.808526	0.89833	0.910487	0.829073	0.977987	0.567589	0.684032
YNL019C	855	0.0960493	0.103827	0.0764063	0.10254	0.157139	0.0841787	0.117487	0	0.078954	0	0.0703819
YNL020C	1917	17.0639	14.9376	13.602	17.5714	14.0299	14.481	16.8602	15.1925	14.3424	16.4613	15.2144
YNL021W	2121	19.7751	20.1327	22.5699	23.0145	22.1788	21.9636	21.7673	23.1731	23.8592	22.2965	24.242
YNL022C	1473	18.6411	20.9344	19.0089	18.8685	17.1159	18.5878	19.0208	18.5071	19.4668	18.2668	21.5348
YNL023C	2898	21.9728	22.41	19.7165	21.1353	19.5827	18.6795	19.0826	21.5553	19.6334	18.9078	22.8714
YNL024C	741	5.2054	4.412	6.77594	5.51507	4.50003	4.66576	5.69191	5.32339	5.20278	6.32827	6.02495
YNL024C-A	219	651.022	532.794	574.812	621.079	638.299	556.4	540.297	605.395	502.89	599.55	702.039
YNL025C	972	11.4721	14.098	14.8257	15.7855	16.0357	14.8521	18.6117	16.9612	16.3458	17.5063	16.7243
YNL026W	1455	20.8981	19.6296	21.8841	23.4783	21.576	20.7898	23.8504	22.9398	22.9114	21.0463	23.041
YNL027W	2037	16.9604	17.4892	17.2339	20.7363	17.815	17.3037	20.507	20.1389	18.5444	20.2525	20.0614
YNL028W	318	0	0.454391	0	0	0	0.368403	0	0.250527	0	0.651747	0
YNL029C	1569	8.02535	9.75959	11.2072	9.8701	10.4785	9.77736	9.36709	10.8144	10.7473	8.66572	12.2623
YNL030W	312	1058.77	1080.53	1185.27	917.447	1092.74	1108.44	1024.25	1076.39	1044.92	971.231	1086.1
YNL031C	411	772.126	884.652	930.903	834.022	905.533	910.034	839.715	890.274	919.709	904.137	910.95
YNL032W	846	22.1319	24.5563	25.633	23.801	24.325	24.3526	23.6529	24.9281	28.0104	24.489	27.0411
YNL033W	855	0	0.0259567	0.0764063	0	0.0392848	0.0420893	0.117487	0.0286222	0.078954	0.111691	0.140764
YNL034W	1839	0.988401	1.05854	1.03379	1.34179	0.913335	1.02666	1.20901	1.21088	1.12845	0.823004	0.844981
YNL035C	1170	24.4894	26.2333	26.0419	28.8319	25.28	24.1768	27.881	27.1947	28.6246	25.8932	27.3691
YNL036W	666	328.158	649.786	362.756	460.308	834.145	523.641	508.908	848.619	961.168	544.401	961.549
YNL037C	1083	78.3406	84.835	92.2158	88.0679	83.1804	88.5987	90.3196	100.764	103.753	82.7531	100.441
YNL038W	690	23.4935	26.5373	27.2984	26.3963	24.2385	26.3159	26.2078	24.7787	25.6047	29.1102	26.5967
YNL039W	1785	13.1683	14.3472	19.2022	15.5618	18.1339	16.0244	17.2585	18.3162	19.9359	17.3031	18.8127
YNL040W	1371	41.6571	39.4505	43.0627	43.0507	38.3409	37.3272	43.1074	41.6467	43.3046	42.288	43.6968
YNL041C	2520	26.0401	25.2119	24.7312	27.1523	24.3098	23.6081	27.2541	26.4033	26.23	27.529	26.6595
YNL042W	1191	13.4084	13.8261	13.4188	14.2485	13.1164	11.9408	14.1588	15.0619	13.5361	13.652	14.5341
YNL042W-B	258	20.7256	20.427	29.0948	25.1631	36.8995	28.849	37.7786	34.1504	25.0541	58.5982	21.4406
YNL043C	321	0.40327	1.52573	3.52877	4.01821	1.97928	2.12058	2.95967	2.88414	2.32046	1.56315	2.65953
YNL044W	531	166.981	138.611	146.706	174.519	132.203	137.389	154.765	123.445	131.153	158.252	121.98
YNL045W	2016	51.0907	49.0052	47.7565	61.7993	49.0413	51.5031	58.7735	56.7764	61.3308	55.6955	57.6772
YNL046W	519	37.9416	43.2859	45.1875	38.9713	46.1143	42.3213	38.5871	45.9966	40.8464	38.9397	44.1521
YNL047C	1971	14.9909	15.885	13.8476	16.1182	16.2443	13.7899	15.6286	16.5091	16.0876	14.7267	15.9014
YNL048W	1647	17.9031	19.1165	23.946	21.0687	20.2816	21.5105	21.4576	22.4816	24.5391	19.0273	22.3935
YNL049C	2631	41.8095	40.0442	41.6273	47.461	39.158	38.9552	43.3798	42.4306	40.2735	41.865	43.6094
YNL050C	813	30.5994	31.8499	31.0323	29.3435	28.0698	25.0991	28.6556	30.5692	27.9102	32.1223	29.2283
YNL051W	1212	19.3717	17.5755	17.5977	19.4656	18.3926	17.269	20.2082	17.5792	19.4018	20.6874	19.3105
YNL052W	462	106.164	116.09	122.386	121.264	123.392	121.663	113.091	139.005	132.756	114.715	127.754
YNL053W	1470	17.4713	19.324	17.8421	19.5426	17.0604	15.8761	18.3872	19.1492	18.006	18.2193	19.1949
YNL054W	3498	18.8018	18.2279	18.3413	19.8206	19.0511	17.4987	20.8033	20.4201	19.6745	18.9923	20.374
YNL054W-A	1323	43.6002	47.4675	41.603	57.0285	51.5366	39.4942	46.3378	58.8505	47.7793	41.0059	52.7781
YNL055C	852	1270.25	1135.18	1141.55	1480.01	1155.63	1149.17	1333.5	1287.22	1229.96	1076.15	1199.23
YNL056W	594	39.3944	41.0797	40.9339	42.3868	45.8881	37.4829	40.5858	43.3376	37.6528	39.63	46.7311
YNL057W	333	1.73154	1.31022	1.92839	3.45063	2.54956	2.12456	1.97681	2.47676	2.56204	2.41623	3.55269
YNL058C	951	23.8793	26.2162	26.0203	29.3583	30.1822	30.0115	26.2003	31.404	31.4544	23.4937	31.8367
YNL059C	2268	32.9084	32.6281	34.8585	36.6352	32.143	32.568	35.2988	34.673	36.1749	34.742	36.2505
YNL061W	1857	67.6896	66.0101	63.5072	64.8186	56.2594	55.0412	57.2204	60.1469	57.1	60.4029	64.6402
YNL062C	1437	41.7191	40.2777	35.9349	38.8806	34.9083	33.2997	35.219	34.3836	33.2265	37.9446	37.4995
YNL063W	945	14.7605	15.2777	15.3676	16.8145	16.9998	17.1873	17.9016	18.5164	20.5202	13.9065	18.7519
YNL064C	1230	230.005	217.667	238.308	261.732	237.945	249.783	245.573	263.765	262.325	211.495	256.213
YNL065W	1761	43.7314	42.8407	37.345	31.7135	31.3013	24.5615	25.2392	34.564	24.4452	25.7847	32.5668
YNL066W	1263	161.444	160.927	150.003	164.724	141.666	135.832	134.717	158.022	137.569	101.105	143.559
YNL067W	576	589.001	572.669	507.201	550.956	516.101	532.197	538.804	514.518	510.286	607.716	559.751
YNL067W-A	147	0	0	0	0	0	0	0	0	0	0	0
YNL067W-B	141	10.0651	2.72002	0	0	0	8.82115	0	0	0	0	0
YNL068C	2589	16.7404	16.6708	15.533	16.1367	16.8986	14.6606	16.065	17.3599	17.5845	15.6775	18.3365
YNL069C	597	2055.27	1947.41	1908.37	2033.99	1841.18	1724.52	1706.82	1791.88	1696.54	1621.72	1738.05
YNL070W	183	2046	1780.03	1734.39	1848.51	1849.98	1873.66	1985.41	1891.22	1914.22	1977.87	1812.55
YNL071W	1449	240.851	224.319	234.81	262.435	223.683	237.398	249.585	253.31	253.565	208.846	243.255
YNL072W	924	12.7622	12.5605	12.7245	14.5759	11.7446	12.3941	11.0048	12.2315	11.554	10.0942	13.0166
YNL073W	1731	19.9911	18.7972	20.7923	21.9151	20.128	21.0142	22.5313	20.5285	23.5034	20.476	21.7142
YNL074C	1359	47.9281	48.2237	42.5689	53.7234	49.136	46.0489	51.5698	53.8166	51.704	46.8103	54.0059
YNL075W	873	44.0741	44.3659	41.7759	35.75	36.5874	34.6622	35.9408	38.5261	38.2616	37.1327	41.592
YNL076W	1755	18.7063	18.9781	20.2611	20.8094	19.4753	20.4252	20.6122	21.7101	20.5236	20.1197	22.5152
YNL077W	1587	8.26541	8.11175	10.001	10.1089	11.1916	10.7324	10.6423	12.1208	11.4609	9.03815	11.7945
YNL078W	1224	28.4462	28.0393	26.9978	26.9589	27.3959	24.8783	27.5052	31.5058	28.8304	21.4278	29.6373
YNL079C	600	497.486	462.705	527.067	529.276	454.496	477.713	564.911	521.489	540.757	538.587	542.56
YNL080C	1101	42.8004	45.1399	42.4709	49.9594	43.9249	38.2293	41.838	48.3301	41.0511	32.8627	43.0519
YNL081C	432	64.5672	75.4684	79.4475	72.0997	77.404	82.7904	78.3298	82.3654	86.4106	73.4795	77.6116
YNL082W	2622	9.2472	10.3142	10.3707	10.2038	9.93196	10.9205	11.3311	11.2856	12.39	11.6279	12.977
YNL083W	1485	8.75913	9.59565	10.639	9.70298	9.43789	9.43067	10.2533	11.2126	12.0196	9.45545	10.9562
YNL084C	1050	54.9359	51.0578	55.1176	59.2431	56.3215	54.9927	62.99	56.1279	65.3479	62.4459	58.0666
YNL085W	2493	122.17	110.725	109.111	130.029	105.528	107.299	119.476	107.317	112.814	107.037	110.202
YNL086W	309	40.826	45.6894	51.5807	60.1643	55.3985	50.9344	56.0091	62.6905	59.2229	47.2885	60.184
YNL087W	3537	37.6621	37.7887	38.1416	39.7883	36.0719	35.4976	36.8039	35.5606	35.1425	34.961	36.9179
YNL088W	4287	28.9011	29.1962	32.0263	32.983	32.0546	32.1132	33.2476	32.972	36.4711	34.6694	35.1362
YNL089C	477	0.127644	0.344951	0.10154	0.545081	0.313245	0.111869	0	0.228225	0.104926	0.296864	0.467669
YNL090W	579	27.8683	26.5022	36.2701	29.2494	29.0729	30.0663	29.6295	33.271	33.6373	25.3648	33.4749
YNL091W	3723	28.1228	28.299	33.1006	30.0441	30.4812	28.9863	30.6253	32.9926	32.9648	29.3548	32.6515
YNL092W	1203	4.33188	3.94068	5.02336	5.8622	4.94099	4.43818	7.06498	5.85442	6.44468	6.10158	5.70027
YNL093W	663	3.72574	3.22954	4.58549	4.05256	4.08277	5.11355	6.87894	4.5248	5.95187	6.26712	5.97532
YNL094W	1764	39.822	38.4989	40.1439	44.9946	37.6663	38.0824	43.4545	42.3495	41.593	39.9557	41.9054
YNL095C	1929	19.4193	20.3925	18.2728	18.8884	17.4157	15.6073	16.1889	17.5722	16.3474	15.8872	18.825
YNL096C	573	717.693	759.349	686.531	650.097	672.61	649.698	617.701	635.879	616.905	605.056	699.865
YNL097C	993	13.4171	14.1864	15.7452	17.5393	16.447	15.6671	16.4914	16.4825	17.6851	12.979	16.5102
YNL097C-B	123	5.67142	12.2613	4.51156	0	18.5572	9.94099	4.62483	10.1403	9.32399	17.5868	8.31167
YNL097W-A	156	8.99262	14.5812	17.8839	32.0011	7.35609	11.8219	25.666	8.03928	25.8723	17.4285	29.6528
YNL098C	969	86.7429	91.9535	131.833	113.232	105.642	106.878	114.476	121.849	129.517	84.4808	112.671
YNL099C	717	49.4377	52.5333	51.6943	56.6955	52.751	51.5028	53.4485	55.6673	52.0378	52.4028	58.0533
YNL100W	705	30.2517	29.0103	34.4728	36.6113	32.0554	34.9591	41.4796	35.2227	39.4521	31.4181	36.8523
YNL101W	2142	35.191	35.2153	34.745	39.5332	35.188	33.1593	35.6926	37.0541	34.3744	33.038	36.7821
YNL102W	4407	23.0766	23.0196	23.6411	24.3396	22.6672	23.1322	22.7221	24.2322	24.6365	22.464	25.8391
YNL103W	2019	39.2807	44.301	40.7695	40.9932	42.3408	39.1094	39.9025	44.9208	40.0069	38.648	44.0852
YNL103W-A	90	0	0	0	0	0	0	0	4.06413	0	0	0
YNL104C	1860	604.243	790.52	654.008	654.436	759.698	640.124	571.285	773.939	635.112	467.086	733.281
YNL105W	429	0.646732	0.786487	0.643087	0.575364	0.661294	0.850205	0.527386	0.289085	0.265812	0.376027	0.473905
YNL106C	3552	11.6306	11.2389	10.766	13.3384	12.0294	11.421	13.1056	12.3143	13.2978	11.7077	12.8484
YNL107W	681	19.8062	22.5023	21.9185	22.4392	20.6103	18.0669	21.7547	23.7692	22.9263	24.5462	24.0408
YNL108C	813	28.3805	27.8617	30.5808	32.7957	32.4597	28.9431	31.4748	33.1217	32.3216	28.6421	31.5348
YNL109W	546	0.979897	0.476659	1.16925	1.39482	0.641255	1.45995	0.479442	0.934415	0.402745	0.835617	0.789841
YNL110C	663	89.2771	87.1215	82.0914	79.9505	76.3651	72.5138	76.5283	72.6063	73.3294	99.0206	86.7967
YNL111C	363	479.431	439.742	412.86	470.404	388.214	423.759	490.259	396.045	423.899	456.377	440.169
YNL112W	1641	112.147	120.651	117.369	93.0899	103.282	84.9289	82.3983	101.504	83.4558	83.3906	104.775
YNL113W	429	102.83	102.505	102.379	87.9156	90.0683	94.231	84.9091	90.0981	85.1927	100.65	100.349
YNL114C	372	1.65626	1.27884	1.50576	1.17879	1.5484	0.622101	1.54357	1.83322	1.16698	1.46742	1.04028
YNL115C	1935	13.6711	14.4329	20.7893	20.6762	17.4808	21.4367	23.0708	22.3861	27.2575	21.1432	23.1598
YNL116W	1569	19.0051	23.0465	21.6252	21.9214	23.6984	19.5161	19.2016	23.8232	22.5094	18.3228	24.5407
YNL117W	1665	1.25373	1.06642	1.12813	1.6237	1.27776	1.36897	1.55869	1.46992	1.46985	1.11534	1.77714
YNL118C	2913	38.8695	40.582	41.9223	41.3251	42.6356	40.8922	41.1931	42.3275	44.0924	41.5493	43.4279
YNL119W	1482	20.1573	20.7689	17.9125	17.2021	16.6241	14.77	15.6098	17.4013	17.6949	18.0969	17.8666
YNL120C	486	0.245594	0.199111	0	0	0.10045	0.322863	0.400546	0.292744	0.201882	0	0.0899819
YNL121C	1854	78.859	75.885	87.83	82.3233	77.2936	81.7468	83.5438	78.9444	87.2708	80.5894	81.8881
YNL122C	348	42.6237	37.0189	36.7128	41.2152	36.0691	39.4169	44.5862	40.6453	39.1452	61.9849	42.0034
YNL123W	2994	42.7903	41.7798	39.3864	42.8146	40.9092	38.7192	38.2744	40.2191	40.2204	40.6521	43.1719
YNL124W	1479	26.6422	31.6513	22.0406	23.6938	24.4066	19.6999	18.8701	27.0047	20.1498	19.9937	25.5908
YNL125C	2022	23.8339	30.2263	26.1021	27.1618	30.7351	24.7005	24.9103	32.4107	28.2948	21.5309	30.7076
YNL126W	2541	15.3641	14.4052	13.7674	15.8059	14.5208	14.6226	14.7654	14.3407	15.1868	14.9328	15.864
YNL127W	2862	12.4631	13.5807	13.6975	15.1246	14.4498	13.6365	15.2675	14.5704	15.7931	14.264	15.3026
YNL128W	1305	2.23233	2.38329	2.76235	2.45183	2.72784	2.94673	2.38223	3.00582	2.80915	2.75611	2.86766
YNL129W	723	41.2598	46.5919	45.3254	40.5522	45.4033	40.4654	39.2035	49.181	41.7392	44.1237	45.2609
YNL130C	1182	96.074	90.1636	87.2695	103.654	91.1438	94.124	101.212	98.4189	101.949	84.588	91.3143
YNL130C-A	147	4.8183	26.0422	42.162	20.5756	19.7072	25.3369	15.7166	8.61498	15.8429	7.47064	14.1228
YNL131W	459	240.168	233.999	248.378	254.771	235.232	253.725	251.789	237.71	259.28	287.607	244.535
YNL132W	3171	41.5827	40.9339	38.189	40.8874	38.6592	37.3165	37.1092	35.2778	35.6472	39.6952	41.9727
YNL133C	522	14.4982	15.4993	16.1973	15.0986	16.0455	13.5472	17.821	19.6959	19.0158	24.2145	20.7008
YNL134C	1131	128.092	107.29	138.854	171.458	127.211	151.504	190.155	166.135	192.28	162.382	162.699
YNL135C	345	1581.75	1478.33	1494.59	1600.41	1485.58	1523.88	1589.46	1546.49	1495.58	1421.05	1459.82
YNL136W	1278	5.85453	6.58845	11.7893	5.67647	8.74528	8.47726	7.05744	8.81582	9.55528	9.16498	9.67843
YNL137C	1461	30.3996	29.5906	33.5233	33.3255	30.5832	30.7673	32.8963	34.9907	36.457	34.494	36.1235
YNL138W	1581	134.852	118.953	129.591	147.682	125.557	132.931	155.276	137.654	151.118	145.465	141.851
YNL138W-A	258	149.956	152.873	166.81	162.259	200.454	135.697	154.097	180.198	153.331	214.545	184.032
YNL139C	4794	24.0379	24.0739	26.5537	26.9977	26.7242	26.3704	27.1055	26.1531	27.5971	26.0812	28.073
YNL140C	570	22.1219	23.7171	24.5214	25.7462	27.0698	24.0759	23.067	24.3155	25.4881	23.3348	26.1755
YNL141W	1044	57.5103	60.5842	49.5929	46.2983	45.9363	45.7186	46.2408	44.1809	42.7606	53.0695	50.1892
YNL142W	1500	7.1187	7.26762	7.23588	9.13959	7.7262	7.46223	7.47446	9.24794	8.8349	5.87937	8.83031
YNL143C	393	2.22314	0.983109	1.1254	1.00689	1.48791	0.708504	0.988848	1.08407	0.830662	1.56678	1.03667
YNL144C	2223	3.36143	3.64159	4.21036	3.93486	3.87129	3.61789	4.08764	4.49004	4.35075	3.93172	4.6022
YNL144W-A	84	0	3.79621	5.58729	0	5.74548	0	0	0	0	5.44503	0
YNL145W	117	2576.6	2886.98	2260.24	2126.89	3907.41	3794.54	2763.12	2752.21	2712.79	6521.43	3021.74
YNL146C-A	195	143.216	99.2817	111.45	108.577	109.512	98.2298	91.3985	115.044	115.166	101.372	118.632
YNL146W	303	8.46216	6.57467	6.73157	6.02268	7.3548	5.09873	12.076	9.14111	7.82554	9.02024	10.8514
YNL147W	348	145.508	152.365	164.857	144.567	167.601	161.017	184.337	154.172	174.462	175.016	157.89
YNL148C	765	6.42972	6.40164	9.60143	7.98819	6.41302	6.52483	6.85295	8.06748	8.02072	6.38372	6.81927
YNL149C	390	114.554	110.108	123.144	115.611	115.825	119.571	116.305	113.543	120.464	141.77	120.089
YNL150W	408	0.366075	0.593575	0.145604	0.521084	0.898362	1.12291	0.895561	0.327266	0.451379	0.99328	0.268248
YNL151C	756	14.0635	17.0328	30.4115	15.8106	21.4588	20.1232	17.2259	20.0478	23.7815	16.1981	25.3637
YNL152W	1230	13.7356	15.6175	16.3309	16.2158	16.4292	14.8721	16.8618	17.8401	17.0461	15.2481	17.7388
YNL153C	390	110.426	126.73	113.128	125.16	120.721	118.848	122.196	134.086	126.232	124.969	140.961
YNL154C	1641	64.8126	70.3205	76.2723	68.8651	72.0013	68.0897	68.6227	75.5358	73.5566	57.2956	75.36
YNL155W	825	63.7132	59.0138	66.5595	67.0299	59.2685	62.3926	76.5945	62.8157	68.8204	64.3555	64.7916
YNL156C	900	41.1286	42.84	50.6764	50.6532	43.554	44.6651	52.6049	49.3709	54.5711	47.4107	49.1376
YNL157W	507	115.509	116.815	116.653	130.22	116.911	115.766	133.38	127.063	124.437	139.742	130.682
YNL158W	597	40.0583	39.234	39.0509	37.3193	34.8206	36.7933	34.371	37.9797	38.2907	37.7324	40.5066
YNL159C	870	23.6198	21.5556	26.9164	28.418	25.8001	27.6419	32.9425	26.9533	29.1623	30.0822	28.8807
YNL160W	1065	357.296	310.547	383.44	441.321	352.752	407.442	486.833	428.717	498.661	393.446	400.014
YNL161W	2271	31.0604	30.0125	30.8109	34.4808	29.2696	29.2778	33.2159	34.3899	32.489	29.4797	35.353
YNL162W	321	2788.21	2693.36	2364.92	2503.63	2413.41	2440.79	2346.36	2265.49	2109.3	2169.34	2442.93
YNL162W-A	219	106.195	139.749	75.2949	83.7963	109.531	123.42	86.5981	104.568	87.294	161.073	142.1
YNL163C	3333	18.0336	18.9379	19.7805	19.1885	18.6346	18.4845	18.3072	19.786	21.2469	18.8965	22.0656
YNL164C	1056	11.3238	13.0789	14.889	11.088	12.9506	12.3896	11.3515	12.939	13.4586	11.5744	15.4063
YNL165W	1221	13.3838	14.338	14.7434	16.1741	13.2014	13.3829	16.4564	16.0424	15.1119	14.8554	17.3107
YNL166C	1347	20.3031	21.2452	24.5427	22.1845	23.6115	22.9044	22.8246	25.2436	26.5158	23.9178	26.5697
YNL167C	1944	19.5908	19.7944	18.398	21.6663	19.1436	18.7948	21.3381	21.029	20.0135	21.2971	21.0615
YNL168C	780	57.9866	56.4316	58.292	64.3237	53.4864	54.3747	57.5655	54.0278	59.0643	50.4769	55.9047
YNL169C	1503	33.9534	35.7745	46.7269	43.8708	41.6331	41.2492	41.0301	37.0831	45.1371	35.1919	38.621
YNL170W	396	26.7272	33.0646	31.9706	27.4766	28.3412	26.5472	29.8673	32.2123	36.6169	31.7705	27.2737
YNL171C	369	0	0.262162	0.964629	0.345218	0.396776	1.06276	0.593308	0.722711	0.598076	0.940068	0.355428
YNL172W	5247	12.956	14.2757	15.2025	15.2882	15.7758	14.5545	15.1188	15.5474	16.8151	13.7455	16.2567
YNL173C	1101	16.6351	19.7545	23.3685	22.0988	26.6008	25.8654	21.8104	29.3156	30.4373	17.7157	27.2328
YNL174W	573	0.179648	0.0485486	0	0.127859	0.367386	0.236168	0.073248	0.214137	0.22151	0.0696347	0
YNL175C	1212	38.6528	39.5939	34.0415	35.0811	33.2749	32.525	31.9882	31.9884	31.1273	36.0096	36.938
YNL176C	1911	13.4833	13.8179	14.8908	15.7155	14.0376	13.5511	14.7078	14.8612	16.0639	13.1542	15.8211
YNL177C	930	27.2226	29.1266	35.4236	36.8638	31.3926	34.0456	35.0932	33.162	40.5744	35.4824	38.4865
YNL178W	723	2326.09	2218.49	2096.45	2315.06	2021.05	1940.3	1907.65	1958.97	1831.63	1689.13	1915.08
YNL179C	438	19.402	25.7169	23.2736	15.4526	35.395	33.7383	23.2301	32.3958	34.5555	41.184	35.43
YNL180C	996	77.2572	99.0953	93.4412	88.9249	116.42	100.283	92.229	128.149	135.372	93.5689	131.951
YNL181W	1224	18.8348	17.4398	21.6789	22.3914	18.2639	20.2741	24.2679	21.2766	23.9231	22.0063	23.1411
YNL182C	1668	33.0407	32.5347	27.5072	28.0554	25.2662	25.3803	27.8132	27.7472	25.3055	28.8897	30.2678
YNL183C	2373	20.8544	22.4615	19.8703	23.2974	22.159	20.8228	22.3133	24.2537	23.7541	19.9804	23.3037
YNL184C	327	11.1817	14.9075	11.5634	10.0804	14.0251	17.313	10.0301	12.8841	15.3192	30.3396	14.2023
YNL185C	477	48.3772	50.5008	52.6992	48.7848	47.0911	54.4802	48.922	55.7629	58.8633	44.1338	54.3431
YNL186W	2379	40.8671	40.1958	36.0527	37.9157	35.2964	33.3137	35.3088	38.1429	35.8172	36.7871	40.0383
YNL187W	1074	12.2409	13.0795	12.3192	12.1768	13.5625	11.6555	12.8011	14.2125	11.918	10.3373	14.3205
YNL188W	1302	15.8919	14.0119	16.0937	14.1038	13.9041	15.3328	14.5595	13.9683	13.6995	15.9624	14.5817
YNL189W	1629	118.014	111.955	112.333	124.969	105.974	109.122	116.065	110.317	110.705	108.934	109.812
YNL190W	615	763.833	724.213	668.093	814.998	628.078	620.162	661.329	742.284	651.74	529.521	689.065
YNL191W	1074	16.086	17.7889	15.0412	15.1896	15.0631	12.8922	13.1751	17.5553	14.8468	12.99	16.1041
YNL192W	3396	41.3008	39.0669	44.1835	48.324	40.6535	40.8812	47.2083	43.845	45.2539	42.3273	44.8809
YNL193W	1677	15.8966	15.0798	14.8991	18.5519	16.2879	16.3789	18.1317	17.6002	18.7129	18.122	18.6824
YNL194C	906	3.94241	2.87301	4.01709	4.4768	4.13083	4.7363	5.96018	4.80488	6.84557	5.28842	4.73905
YNL195C	786	3.5769	4.10086	3.44896	5.28435	4.96525	4.51226	7.55723	5.87859	6.94972	4.07538	5.28179
YNL196C	897	0.22456	0.242743	0.35727	0.383576	0.110216	0.236168	0.329616	0.107068	0.258428	0.348174	0.16455
YNL197C	1986	29.4045	28.942	26.6698	30.4555	29.6315	25.6383	27.6126	28.1895	28.9225	25.2763	28.5939
YNL198C	303	6.87551	7.14638	10.0974	9.41043	11.6812	15.7597	9.05701	12.2932	12.1731	25.0107	15.502
YNL199C	1605	25.6046	26.5874	28.256	26.7162	27.5812	25.92	25.395	27.6293	28.5454	25.8061	30.0227
YNL200C	741	36.5561	30.6922	38.9146	48.7936	33.6292	39.2961	49.4424	44.9139	48.2838	40.1707	38.8804
YNL201C	2577	35.9411	34.2162	29.0881	32.4487	27.9073	26.7113	30.3281	29.4896	28.4446	31.5068	32.7947
YNL202W	879	3.18746	3.34569	3.34405	4.40564	3.58988	4.65588	4.78414	5.39625	4.48083	4.33327	4.6375
YNL203C	612	2.56555	3.29328	2.74242	3.6519	3.01681	3.23218	3.85733	4.30043	5.60182	3.7292	3.8774
YNL204C	903	4.36099	4.01662	3.71692	4.87739	4.44099	4.83603	4.93517	5.03909	5.08457	5.14019	4.72818
YNL205C	423	2.67613	3.97764	3.99157	4.76163	5.6096	3.66468	4.91014	4.98422	5.63704	4.92726	5.51527
YNL206C	1368	29.1289	28.5497	28.6958	29.1538	29.9338	27.5804	29.6071	30.3345	30.1443	30.8887	31.636
YNL207W	1278	30.5453	32.7894	31.3631	30.0531	28.3412	28.5302	28.7371	30.0547	30.3398	32.3625	33.8434
YNL208W	600	735.616	610.009	710.363	899.751	636.064	686.123	830.903	740.106	759.54	714.195	699.86
YNL209W	1842	594.865	597.612	655.047	643.432	561.854	559.934	554.366	576.242	562.185	434.28	562.179
YNL210W	813	0	0.0557792	0.0410481	0.0734507	0.168841	0	0.0841573	0.123015	0	0.0800058	0.113435
YNL211C	261	81.834	78.493	65.0982	69.7272	78.2554	85.8623	105.268	79.6843	82.428	96.5013	78.5462
YNL212W	2349	25.5274	23.6545	26.3592	27.3906	24.5775	24.5345	25.8005	25.7781	28.1153	24.0335	26.6571
YNL213C	645	25.7958	27.4476	27.2435	27.2513	27.2333	23.6383	26.4891	25.4482	30.508	29.4555	31.2346
YNL214W	600	8.29143	11.562	8.7064	10.5631	11.3946	12.4261	11.1562	10.6739	12.3364	11.3772	9.59961
YNL215W	963	3.38311	4.16376	10.2462	3.68426	7.06863	6.28723	4.68664	5.80599	6.23206	5.18223	6.78002
YNL216W	2484	35.223	34.8307	34.8044	35.5042	34.6394	33.7914	33.3846	33.9063	32.6467	29.4361	34.9131
YNL217W	981	45.6423	43.2998	46.1441	51.2451	40.5883	43.3117	44.6765	42.1305	42.2902	44.7843	44.1372
YNL218W	1764	12.2751	11.4106	11.0178	13.0021	11.2512	11.8019	11.686	12.4678	12.8063	12.435	11.8101
YNL219C	1668	50.4738	47.81	46.4491	54.1985	47.5125	43.9302	48.9532	48.6493	50.5605	44.8371	49.775
YNL220W	1302	120.972	160.927	152.186	127.8	146.864	128.088	114.605	158.478	140.449	113.815	161.087
YNL221C	2628	32.4548	38.9045	39.8697	33.0765	39.5176	33.5686	32.2916	39.4803	34.693	31.5617	42.7142
YNL222W	621	20.5755	20.8039	21.5953	21.4369	21.0548	27.0831	22.2012	23.593	22.7655	23.2288	24.4214
