GENE	Gene Length	LtD_0min_set2d_RNA_Rep1	LtD_0min_set2d_RNA_Rep2	LtD_0min_set2d_RNA_Rep3	LtD_30min_set2d_RNA_Rep1	LtD_30min_set2d_RNA_Rep2	LtD_30min_set2d_RNA_Rep3	LtD_60min_set2d_RNA_Rep1	LtD_60min_set2d_RNA_Rep2	LtD_60min_set2d_RNA_Rep3	LtD_90min_set2d_RNA_Rep1	LtD_90min_set2d_RNA_Rep2	LtD_90min_set2d_RNA_Rep3
YNL234W	1281	11.2665	10.7453	10.84	13.364	11.8149	9.71199	12.4807	11.054	9.84865	12.7118	10.7916	10.1824
YNL235C	432	0	0.341068	0.283012	0	0.259254	0.203603	0.227042	0.708381	0.09494	0.278392	0.147355	0.805925
YNL236W	2925	23.6943	21.5515	19.8088	22.2293	22.4364	19.2284	20.914	21.4522	20.2892	20.8847	20.7485	19.9236
YNL237W	1380	2.58149	6.65911	8.4487	3.5292	8.4316	7.89003	4.48181	9.39874	9.55495	4.72972	10.8961	14.8658
YNL238W	2445	15.0367	23.761	29.9521	15.1515	28.0427	24.7123	16.9714	23.1109	25.6496	20.0791	25.7257	30.961
YNL239W	1365	97.1926	96.5313	99.4289	99.2116	110.574	106.72	94.4523	110.622	113.772	98.2396	114.992	114.974
YNL240C	1476	16.8883	17.9735	16.1663	15.5371	17.0325	18.0983	16.8294	17.8374	14.981	16.7743	19.6036	17.5491
YNL241C	1518	157.022	151.702	156.822	129.173	158.313	159.064	130.114	158.135	163.349	148.06	166.747	185.082
YNL242W	4779	10.8028	11.3533	11.7702	8.98228	11.9708	11.4287	10.0157	12.186	12.879	11.2238	12.4948	13.6252
YNL243W	2907	62.7281	69.3191	76.5372	65.1784	87.7205	76.5374	64.8865	79.115	78.2289	69.6049	85.9299	91.1789
YNL244C	327	788.22	858.245	730.95	877.048	643.159	795.705	816.799	742.677	845.096	797.315	709.014	666.762
YNL245C	540	14.2951	21.0196	26.6075	15.8662	26.2488	26.056	19.989	21.5314	25.0759	17.9448	23.7226	24.7074
YNL246W	795	24.5601	37.1139	37.468	29.1874	40.4052	35.1781	31.0473	35.4158	33.8571	29.9517	36.646	38.2217
YNL247W	2304	74.0683	75.7792	80.7867	71.6494	85.6176	76.6945	73.5339	72.4288	73.1146	69.6507	72.5653	75.6978
YNL248C	1248	75.1597	70.1418	64.2076	74.5433	72.5662	68.514	81.3504	64.752	64.1048	71.3445	66.0787	56.5799
YNL249C	1629	6.30966	6.7692	7.14944	6.77773	7.61503	7.31688	7.19574	7.6246	7.8309	7.71571	7.24954	7.08032
YNL250W	3939	9.31981	11.4287	11.3688	9.32373	11.713	10.2892	9.80727	10.9726	12.7975	11.4248	11.6999	13.4295
YNL251C	1728	25.8902	39.88	48.6221	32.5266	65.2308	45.6106	32.5871	46.4543	42.9711	35.7723	49.3191	57.9616
YNL252C	846	20.3413	25.1613	24.3341	22.1036	24.6357	24.7148	21.5747	24.6456	25.2025	22.9555	24.7978	26.4953
YNL253W	1269	16.6172	17.2764	14.0649	15.1858	16.5587	16.3649	16.7824	17.0727	16.4883	16.2078	18.2152	18.2186
YNL254C	1206	8.77459	9.76123	10.4448	10.5828	11.3527	8.81845	9.11725	11.1979	11.7461	9.74199	12.1164	11.4813
YNL255C	462	449.674	438.177	429.527	492.263	549.387	468.279	491.756	477.961	436.716	502.044	474.753	453.532
YNL256W	2475	22.286	25.3755	28.1292	23.1234	28.4853	27.3922	24.7313	24.5854	26.8181	22.4747	26.1301	28.291
YNL257C	3690	21.7755	21.5065	21.8544	20.8885	23.4943	20.503	21.4324	22.1456	23.7107	20.6907	21.7938	24.6557
YNL258C	2265	19.1605	22.8794	23.1082	18.8388	23.1334	20.7274	19.7026	21.7342	25.7077	20.9115	23.127	24.4527
YNL259C	222	766.275	623.349	746.329	822.253	811.754	644.588	837.273	805.059	709.479	751.58	734.114	672.918
YNL260C	597	18.8586	20.9845	14.7337	18.4888	14.3149	17.2378	16.8343	16.763	19.7704	16.7623	16.4275	15.7868
YNL261W	1440	25.1002	22.6044	21.5471	25.9359	24.2794	20.0688	24.5943	23.3471	24.3178	23.0133	24.7697	21.392
YNL262W	6669	15.7562	18.7149	20.66	13.8127	20.7621	17.4574	15.8687	17.8095	19.6987	16.7716	18.809	21.2497
YNL263C	945	78.5528	63.2822	64.0321	69.4614	74.3691	62.9823	62.6214	65.624	61.0587	60.9739	66.485	62.0875
YNL264C	1053	29.0193	28.2059	24.7039	24.7859	27.9704	24.9786	24.7018	25.2334	25.5424	22.6531	24.9536	23.4342
YNL265C	897	18.7404	20.5804	18.5825	18.5252	19.6217	19.6647	19.8125	20.572	20.2429	19.8909	19.6835	21.8495
YNL266W	420	1.35988	1.70334	1.36293	1.56776	1.52596	0.544728	1.94379	1.38984	0.609615	0.595858	2.36543	1.72496
YNL267W	3201	18.8444	24.6603	24.378	18.8392	27.4343	23.5837	20.2113	23.2817	25.3371	22.3319	23.7414	26.6791
YNL268W	1836	42.5908	58.1678	65.4488	44.822	67.832	57.4973	47.701	58.9764	56.3151	50.1272	64.2799	67.8874
YNL269W	396	0.351534	0.424594	0.704642	0.405272	0.322745	0.633663	0.282644	0.440931	0.354572	0.519855	0.550325	0.250824
YNL270C	1722	0.596391	1.11582	0.914169	0.95045	1.07899	0.910617	0.620549	1.14409	1.10873	0.933834	1.42793	0.625782
YNL271C	5862	19.9963	25.0121	27.7687	18.0222	27.5887	24.4347	20.0674	25.4625	28.5667	21.5428	26.4759	30.9065
YNL272C	2280	26.2322	27.2485	26.1379	28.0715	28.3353	27.2153	28.0468	28.9883	29.1192	27.8935	29.0637	30.4627
YNL273W	3717	9.93875	10.6425	12.455	7.79903	11.8404	9.90576	8.80572	10.5162	11.0967	9.45318	11.1892	11.3973
YNL274C	1053	16.9681	25.6441	29.3097	18.4134	24.8134	23.1249	21.5495	28.7269	29.8643	21.2274	31.259	36.229
YNL275W	1731	10.3735	11.287	10.4666	11.0748	11.7808	11.4267	11.2422	10.8466	11.4537	10.9145	11.1903	10.922
YNL276C	396	3.16381	4.38747	4.40401	3.24218	2.58196	3.29505	2.54379	3.96838	2.83658	3.98556	3.85228	5.51812
YNL277W	1461	4.94585	5.93942	6.02521	4.12896	5.89129	5.54895	3.05101	5.49054	5.04592	4.05633	4.76131	5.44548
YNL277W-A	189	8.84934	33.2531	35.4766	17.0035	40.623	19.1418	4.74341	27.1328	21.8186	14.5406	18.4715	21.047
YNL278W	3183	12.3553	15.0117	16.4694	12.0409	19.8571	15.7279	13.0707	17.688	17.8596	15.0893	20.7989	22.1679
YNL279W	1986	3.73361	3.40164	3.42889	3.99567	4.73889	4.42951	4.71219	5.56	5.54128	5.68998	6.39607	8.19357
YNL280C	1317	50.2482	67.4803	74.8014	55.4192	82.0933	85.578	72.9435	91.1968	100.503	82.9301	106.399	118.139
YNL281W	462	278.272	288.927	275.733	239.279	229.978	247.784	244.61	255.616	268.93	265.851	252.695	253.424
YNL282W	588	14.3289	15.4044	17.3401	13.1803	15.5346	12.0351	9.19217	12.428	11.6852	12.1729	11.4546	13.2692
YNL283C	1512	40.4853	41.4949	41.9496	44.2685	50.6552	42.009	41.3183	45.6575	43.0017	39.7321	51.9676	45.3371
YNL284C	969	35.204	33.8083	29.672	33.6764	31.5302	33.3782	33.8737	31.9883	34.4826	36.2281	35.7299	36.615
YNL284C-A	1323	41.1624	31.8469	31.1037	29.2051	38.9399	31.2403	28.202	33.716	33.7936	29.244	35.9797	38.004
YNL284C-B	5268	16.0875	14.9437	14.0803	12.8492	17.5964	14.22	12.7982	15.5273	15.7886	12.3888	16.1613	16.2867
YNL285W	372	0	0	0.6316	0.242175	1.15716	0.605844	0	0.526966	0.706261	0.207097	0.876941	1.79859
YNL286W	858	11.4127	15.0316	15.9456	13.0595	15.8145	15.8154	12.1439	15.4326	17.0317	13.3011	13.8593	17.7393
YNL287W	2808	142.961	127.083	123.386	128.264	132.439	125.123	134.371	129.06	137.994	132.72	129.456	133.883
YNL288W	1122	19.2082	23.5696	24.5014	21.1549	28.0422	24.0714	21.9403	24.7735	22.4489	21.1253	26.2864	25.8055
YNL289W	840	45.2926	55.5507	60.9489	62.5991	71.7673	62.761	52.6564	71.0683	68.2614	63.4452	77.4301	77.0487
YNL290W	1023	32.1136	34.5946	36.9698	33.79	36.5634	34.7803	33.6576	32.5201	33.5359	31.5943	37.8359	34.6321
YNL291C	1647	18.1308	23.1565	25.5066	19.7944	27.1324	22.7474	21.0715	22.6875	23.2027	20.0613	23.301	25.0291
YNL292W	1212	13.0396	24.5643	27.7779	14.6927	28.205	23.2339	17.2148	21.2018	23.4721	19.1774	21.9536	25.5379
YNL293W	1902	4.1578	7.14901	9.75981	4.0005	8.99791	7.50598	4.62489	7.82926	8.7238	5.71715	8.20561	13.941
YNL294C	1602	11.1334	20.882	23.1969	15.1689	22.7925	20.2682	15.7535	21.5418	23.0883	16.8313	25.7701	30.7668
YNL295W	1575	11.0483	15.7058	16.0725	11.2321	15.4567	15.6371	12.8469	15.414	16.732	13.5049	16.147	18.3243
YNL296W	315	0	0	0	0	0.357666	0	0	0	0	0	0	0
YNL297C	4911	28.4814	28.5613	28.5674	24.4204	29.9499	27.7927	27.102	29.0439	32.3667	27.7295	28.3195	31.7778
YNL298W	2529	23.5146	22.4111	21.0686	22.1577	24.835	20.8277	22.7242	22.2784	20.0182	21.2386	23.7135	23.8207
YNL299W	1929	8.39728	10.2911	10.0654	9.16675	11.3667	9.55881	10.956	10.4813	10.4554	10.0072	10.3209	11.0394
YNL300W	309	589.737	494.44	485.496	649.409	540.657	423.986	505.365	509.899	393.975	430.487	502.003	406.484
YNL301C	561	235.273	224.589	216.544	245.365	225.965	217.227	244.231	205.669	194.066	229.909	224.803	190.619
YNL302C	435	1699.88	1537.01	1664.42	1653.05	1503.91	1585.93	1608.11	1476.97	1477.07	1582.88	1415.71	1364.23
YNL303W	348	18.5293	20.3839	22.7558	19.8575	28.0336	17.8762	23.0816	18.3313	20.7075	16.9812	23.1516	21.9727
YNL304W	1254	8.66401	11.3445	12.0331	8.89179	11.5186	10.4734	8.92985	10.3406	10.7356	10.544	11.484	12.4738
YNL305C	894	29.6433	37.2234	39.7467	32.697	44.7219	40.321	32.015	44.4841	40.6471	34.6748	50.4201	50.8764
YNL306W	654	25.136	50.8056	54.2848	35.8185	57.5179	49.7712	38.2657	48.9194	56.3691	46.606	52.7334	60.9056
YNL307C	1128	102.352	101.256	97.4841	94.1746	111.781	94.8016	99.3574	99.0565	91.2581	86.8803	94.7029	94.4638
YNL308C	1776	11.083	23.8435	33.086	15.8984	28.3667	21.1185	16.5977	20.4313	25.2361	18.183	21.4562	30.4482
YNL309W	1263	8.02653	10.8745	12.054	7.90221	12.9604	10.9684	9.95691	10.5258	9.835	8.18952	12.6054	10.4723
YNL310C	525	28.2718	36.5597	39.6878	29.4637	38.5908	33.6145	32.3658	38.4361	29.5233	31.472	37.5178	39.4093
YNL311C	2292	15.9225	16.1105	14.9061	15.6301	17.4981	15.5111	15.3138	17.0159	17.1614	16.558	17.9905	16.9647
YNL312W	822	53.2538	56.025	58.6153	51.0494	55.5578	50.1344	53.2953	55.8805	49.7267	48.9453	49.8376	51.9284
YNL313C	2715	25.492	29.6384	30.9361	27.0938	31.0807	29.939	29.5524	28.5184	29.0413	27.6525	28.9561	27.8552
YNL314W	768	15.0347	16.8766	15.9665	17.1034	18.9226	15.6504	15.5307	17.2345	16.6041	17.6691	16.6784	16.695
YNL315C	957	29.5237	29.2095	29.224	28.1467	31.5285	28.3919	27.7578	29.8451	27.0917	32.021	30.0891	31.1425
YNL316C	1005	18.3872	17.8605	18.4283	17.376	21.9018	17.1758	15.6632	17.3474	16.2939	14.5559	18.227	15.1679
YNL317W	1398	16.9329	19.4652	19.0667	17.9918	20.0675	16.7813	17.4294	19.4432	19.1129	17.9352	19.7844	18.6762
YNL318C	1623	0.0940239	0.0757101	0.0376937	0.0216794	0.0345295	0.0813524	0.0604783	0.0471739	0.0252897	0.0556177	0.0588776	0.0805045
YNL319W	441	4.57544	3.35916	4.31593	4.49915	4.81848	5.53069	3.89518	3.826	4.61498	4.51083	5.61791	2.88055
YNL320W	855	30.2293	33.0273	30.8952	25.6585	28.1843	33.0785	27.8362	30.0554	35.0348	30.6432	33.7742	31.6385
YNL321W	2727	20.4367	21.3509	23.5548	19.0529	23.492	21.0956	19.215	21.0302	19.814	18.7603	22.1887	23.2713
YNL322C	942	161.701	151.52	141.847	168.409	185.324	152.989	153.124	162.183	135.683	148.463	187.867	165.521
YNL323W	1245	22.5173	33.1503	38.4274	24.8528	36.8211	33.2005	27.0316	33.3195	36.7541	31.3296	34.8987	39.0552
YNL324W	396	0	0.141531	0	0	0	0.380198	0.282644	0	0.472763	0	0.183442	1.00329
YNL325C	2640	10.9035	10.5635	9.19505	10.5894	10.4769	9.38887	10.1656	10.1477	11.0304	10.8454	11.1992	10.7483
YNL326C	1011	14.2752	15.6448	14.7829	13.7992	16.873	16.1115	16.4668	17.466	17.26	17.3497	16.1371	17.4678
YNL327W	3126	121.187	100.844	96.5707	106.467	117.108	93.6406	108.153	99.3243	90.9947	98.8016	98.4252	89.5953
YNL328C	441	16.014	16.5791	15.915	13.8077	16.5558	13.6812	16.8791	15.8666	16.3786	16.3186	12.4998	13.0585
YNL329C	3093	19.2966	20.571	20.314	18.1302	22.0452	19.2717	18.9335	21.6512	22.2185	19.6958	23.1353	21.5341
YNL330C	1302	26.9174	37.7179	40.1591	28.5711	40.7528	36.7109	30.6978	38.5536	38.4605	33.4075	41.9214	40.9679
YNL331C	1131	3.89617	5.92073	6.4005	5.53872	7.50382	6.48449	5.79419	6.98141	7.01265	5.89169	8.3466	9.48949
YNL332W	1023	0.46735	0.4032	0.602223	0.538792	0.950096	0.433249	0.107361	0.614113	0.695859	0.263286	0.870993	1.14329
YNL333W	897	1.67467	1.86219	2.07804	1.24115	2.4161	1.72497	1.53884	2.13389	2.11813	2.24067	2.74653	2.33289
YNL334C	669	2.27619	1.58515	1.41809	1.5603	1.41201	1.59683	0.989252	1.5947	1.44784	1.39495	1.73353	2.45807
YNL335W	678	0	0	0.120725	0	0.110591	0.130278	0	0	0.0809978	0	0	0
YNL336W	1146	5.90496	4.17494	5.60061	4.68232	4.94534	5.77375	5.6973	5.20269	7.05033	5.93516	5.02042	6.98783
YNL337W	255	0	0	0	0	0	0	0	0	0	0	0	0
YNL338W	159	0	0	0	4.49216	0	0	0	0	0	3.84149	0	0
YNL339C	5580	0	0	0	0	0	0	0	0	0	0	0	0
YNL339W-A	576	0	0	0	0	0	0	0	0	0	0	0	0
YNL339W-B	483	0	0	0	0	0	0	0	0	0	0	0	0
YNR001C	1440	81.8956	90.7495	96.5377	83.0849	92.0587	91.3809	93.8419	107.937	113.872	102.619	119.366	125.752
YNR001W-A	219	0	0	2.05417	4.72578	1.88173	0	0	0	1.37819	4.04127	0	2.9248
YNR002C	849	1.76558	2.80869	2.89168	2.58158	3.28151	3.136	3.53163	4.10507	4.31455	3.26902	4.26961	5.1005
YNR003C	954	27.3404	28.5665	26.116	28.3087	25.1686	25.5795	28.4652	24.9461	22.6971	24.5335	23.4087	21.4428
YNR003W-A	99	0	0	0	6.66286	0	0	9.29358	0	3.88622	0	0	0
YNR004W	441	9.01631	10.1858	8.22725	11.6357	6.67174	10.5762	7.14117	8.10211	9.22995	9.02166	7.30328	5.95314
YNR005C	405	0.49688	0	0	0	0	0	0	0	0	0.163288	0.172859	0
YNR006W	1869	18.5171	20.651	20.6525	19.987	24.4246	20.4812	18.6712	22.0858	21.0633	20.0324	23.77	24.8083
YNR007C	933	5.7795	11.6801	12.5313	7.66462	13.4909	11.4393	7.95741	13.7088	15.3674	11.6937	12.931	19.0824
YNR008W	1986	5.54835	13.6305	18.6055	7.49403	16.2788	14.7257	8.63503	13.5579	15.7537	10.5587	15.2139	19.4226
YNR009W	750	19.2365	26.8681	23.8281	23.723	26.7521	22.0507	24.6306	23.5031	21.6742	23.49	23.8441	22.4465
YNR010W	450	28.6658	27.8437	28.6011	26.2308	23.3677	26.786	26.2521	31.3873	31.982	29.5283	28.3075	32.4686
YNR011C	2631	9.80577	13.4246	15.3721	10.2793	15.217	12.0991	11.268	13.4151	14.245	12.0734	14.2188	16.1911
YNR012W	1506	14.4708	19.0176	18.335	17.0857	20.9099	18.1258	17.0227	17.2054	17.6781	17.2454	18.5351	17.4236
YNR013C	2685	31.8093	29.7301	30.8812	27.1462	33.0313	28.4111	26.7098	28.9317	26.7029	25.7866	29.5341	28.9399
YNR014W	639	28.8191	26.2998	26.6924	32.308	34.1228	26.607	31.5343	35.3446	33.367	33.0495	38.0289	35.8311
YNR015W	1155	19.963	23.0096	23.8377	18.9377	25.7378	22.2282	19.3068	21.6533	20.3464	19.2312	23.4538	21.854
YNR016C	6702	510.093	458.957	499.011	456.552	556.864	541.15	600.34	536.14	573.424	728.502	584.429	620.952
YNR017W	669	91.355	93.8212	88.1067	91.9866	100.14	100.334	108.719	93.11	88.1525	108.988	99.9024	93.4067
YNR018W	675	111.721	120.24	111.85	115.304	120.725	125.51	120.94	122.026	113.339	113.851	136.222	118.143
YNR019W	1929	31.559	44.1366	48.7392	32.057	51.4254	47.6166	33.4615	48.9985	57.1378	42.1364	52.1823	63.7562
YNR020C	813	1.83247	6.56616	10.7439	3.16888	7.06605	7.16781	4.19906	6.85711	8.99506	5.91658	7.6021	11.179
YNR021W	1215	143.552	126.209	117.549	130.066	125.092	122.674	128.904	118.205	123.561	118.188	116.182	108.857
YNR022C	420	65.5766	63.0237	60.7259	70.5493	60.2061	58.9396	70.2196	61.9109	68.7849	68.0767	59.6089	64.2549
YNR023W	1701	10.3743	12.4802	12.4841	9.45732	14.3115	11.3677	9.61455	12.3354	12.7553	9.87689	12.5358	13.1283
YNR024W	561	5.96256	11.0027	15.1058	6.77856	15.2063	11.8824	10.3872	11.98	12.3623	8.89919	10.7172	12.9994
YNR025C	360	10.4747	8.24703	10.9647	5.36709	7.26608	9.39872	8.60913	11.8733	9.70436	7.11402	11.9038	14.6155
YNR026C	1416	10.0517	17.8992	22.8556	8.98475	20.5507	18.1348	10.3961	17.8844	19.235	13.5986	18.2315	23.9172
YNR027W	954	9.82202	19.4476	20.1288	11.3657	21.4673	17.8105	12.4351	16.4264	17.4726	13.5133	18.9718	18.3571
YNR028W	927	34.3742	32.742	31.0136	34.0491	30.9292	26.9279	29.2311	26.1626	26.5992	27.7647	27.6023	26.1578
YNR029C	1290	8.51331	15.5889	18.5075	10.2153	18.116	15.9095	11.1355	15.0264	17.1904	13.5562	16.164	18.772
YNR030W	1656	53.8976	51.5027	49.6378	52.758	58.4361	50.6458	51.6478	52.0101	49.3684	49.1173	53.0694	49.2663
YNR031C	4740	14.7053	18.5722	19.8239	13.3185	19.0841	17.4475	14.7932	17.0209	20.4573	15.4959	17.587	20.6974
YNR032C-A	222	206.305	208.838	189.044	160.826	189.409	246.502	180.093	182.371	188.93	160.776	180.453	246.737
YNR032W	1107	18.8815	21.5083	22.5153	19.0945	21.7035	21.2787	20.3869	21.3286	20.1077	21.0493	23.1316	22.561
YNR033W	2364	19.2287	22.0446	23.7529	20.5203	23.733	22.5318	21.5699	22.5454	22.426	21.0287	23.243	25.557
YNR034W	966	13.7657	14.6535	14.3022	12.7542	14.8881	15.4858	13.386	16.5131	16.8894	13.145	16.7738	19.0269
YNR034W-A	297	218.915	262.11	216.799	191.833	197.168	218.206	229.947	319.59	367.487	310.151	363.062	454.126
YNR035C	1029	138.133	125.231	117.925	146.111	139.563	135.328	132.316	142.182	145.452	137.064	145.27	153.44
YNR036C	462	28.5065	113.5	129.356	57.4773	126.85	124.46	47.2055	112.187	100.9	86.584	122.929	135.367
YNR037C	276	334.79	283.183	263.199	329.313	277.763	259.663	309.929	303.71	295.344	332.334	302.928	275.037
YNR038W	1890	35.2849	32.8115	29.6198	36.3585	33.3492	31.4128	38.0546	31.5987	29.179	32.3961	29.2501	29.1643
YNR039C	1818	20.7657	21.6405	18.386	19.9153	23.9485	20.197	21.6614	20.683	21.9695	21.4304	21.8787	22.1837
YNR040W	771	19.2546	18.4934	20.4387	19.1736	19.859	18.3442	21.4111	17.5908	15.4769	17.2747	19.3204	16.8816
YNR041C	1119	18.4131	20.6138	23.0382	15.8867	24.6761	23.1051	18.0044	22.6983	20.9087	19.1779	24.7033	23.3093
YNR042W	429	0.861259	0.231168	0.719322	0	0	0.413993	0	0.600156	0.386089	0.283032	0.299622	0.204839
YNR043W	1191	227.274	207.764	213.872	244.118	273.606	252.055	257.54	262.364	259.707	266.654	282.942	286.984
YNR044W	2178	15.658	10.7854	10.9677	12.23	17.3886	12.3908	13.5911	13.6085	12.5194	13.8787	15.6148	15.7309
YNR045W	1470	12.0407	11.9787	11.2617	11.9784	13.7745	11.306	11.4335	12.1742	12.0665	11.057	13.229	12.1394
YNR046W	408	163.314	150.608	144.136	170.857	167.693	149.975	169.069	145.668	116.264	147.551	155.351	115.947
YNR047W	2682	26.1776	31.2718	33.8463	26.4451	36.4553	31.7769	26.8623	32.7237	35.8978	30.0273	35.0458	37.7349
YNR048W	1182	16.5882	15.1411	14.738	17.5915	16.501	15.6745	17.0113	17.5068	15.847	16.627	17.9484	16.4794
YNR049C	633	27.3854	28.4987	27.042	25.3659	28.5402	30.2247	28.2401	30.2141	31.0832	28.9224	34.6203	32.7423
YNR050C	1341	78.5308	83.5634	83.639	78.0421	96.9942	88.4911	84.0104	93.1891	89.2726	86.1927	99.6407	97.0736
YNR051C	1548	51.9739	54.4072	58.9279	50.0127	61.0118	52.8057	52.7754	54.355	58.5955	54.3971	53.5998	57.2225
YNR052C	1302	38.8916	43.1316	46.012	39.5469	50.1018	41.3639	40.286	41.5493	42.3378	40.0358	46.3517	46.8504
YNR053C	1461	72.1838	71.5648	67.0038	76.0417	75.1189	66.034	82.0688	69.9865	65.511	72.6566	69.2616	60.2653
YNR054C	951	8.09731	19.2047	22.8339	12.1781	21.5929	17.3028	13.3169	16.3735	17.6463	14.6233	17.8621	18.2254
YNR055C	1761	19.8568	30.0794	34.0993	20.5085	32.0369	29.9406	23.1375	29.1362	31.1055	22.2046	32.2628	33.5302
YNR056C	1686	2.82292	3.05489	3.24371	2.63258	3.7968	3.33183	4.53941	7.4274	7.31474	17.7619	18.8968	21.784
YNR057C	714	4.22295	10.5592	11.5834	6.40591	10.2539	10.8172	8.66713	12.824	13.1893	21.5835	34.2729	40.915
YNR058W	1443	7.09782	10.8033	9.36926	8.58199	11.7218	10.1574	15.6242	23.1437	23.0781	58.4128	55.829	67.7514
YNR059W	1743	13.2475	13.8422	14.0918	12.7803	17.0689	17.0336	14.4614	17.5275	19.8162	16.5216	19.4213	20.8541
YNR060W	2160	4.89444	3.51651	3.82133	2.54074	3.91018	3.95796	2.69598	3.06391	3.90029	2.31935	2.90685	3.04847
YNR061C	660	63.0542	55.8853	53.8074	53.7769	57.4286	55.2545	55.9036	54.934	58.2939	53.239	56.3595	52.9293
YNR062C	984	1.65221	2.60418	1.76161	2.95849	2.96925	2.1798	3.16561	3.58624	2.74202	4.81733	4.18247	4.46466
YNR063W	1824	4.16685	5.27063	5.34354	4.31209	5.61791	5.38191	4.98583	5.11676	5.23979	4.44765	5.82122	5.89937
YNR064C	873	1.98752	2.90071	3.19545	3.77117	5.20814	4.32902	5.39333	6.68251	6.40389	7.38878	11.2358	10.5177
YNR065C	3351	7.04667	8.14901	7.96402	6.13611	8.64139	7.71133	6.99174	8.39987	8.75983	7.80118	9.09297	9.88934
YNR066C	1311	9.7804	10.2654	9.50968	8.63893	11.8832	8.68333	10.1329	11.2097	11.0755	9.6183	11.4009	10.6933
YNR067C	3354	65.2061	67.4408	63.4255	57.167	70.3172	58.8831	60.9513	63.7175	62.7983	60.0439	64.1017	61.3687
YNR068C	819	7.02606	10.4756	9.8585	6.21879	10.9453	7.97482	8.5284	10.9923	9.47951	7.15029	10.7391	9.83229
YNR069C	1470	5.75584	8.87753	8.27132	6.34296	8.41238	7.24743	5.54662	7.75042	8.32417	7.11406	8.63529	9.14982
YNR070W	4002	0.826148	0.853714	1.2558	0.587337	0.884904	0.75452	0.597822	0.788695	1.07864	0.800907	0.855035	1.31647
YNR071C	1029	0.795009	1.01358	0.697189	0.801971	1.55104	0.78818	0.745744	0.803286	0.846427	0.849097	0.622291	1.13449
YNR072W	1695	0	0.0287761	0.179084	0.0205999	0.0656203	0.0773017	0.0287335	0.0298833	0.0841066	0.0352322	0.0186487	0.127493
YNR073C	1509	0.225568	0.181632	0.123312	0.0472817	0.150614	0.0739274	0.1319	0.137179	0.0413667	0.0202166	0.192614	0
YNR074C	1137	7.24505	12.3238	16.943	6.7089	12.3417	14.6017	7.15871	12.141	16.7871	7.40091	11.1447	16.2349
YNR075C-A	93	0	0	0	0	0	0	0	0	0	0	0	0
YNR075W	1125	6.19399	9.52381	15.8744	6.90281	10.6423	15.7162	5.16986	10.4575	17.612	7.29874	9.48118	17.1728
YNR076W	363	0	0	0	0	0	0	0	0	0	0	0	0
YNR077C	255	0	0	0	0	0	0	0	0	0	0	0	0
YOL001W	882	15.7966	16.7953	14.5637	17.0819	17.3135	15.8926	17.7878	18.5337	18.1425	16.9819	19.0423	19.2219
YOL002C	954	34.487	36.5344	35.5927	29.6607	33.7825	38.5807	27.4633	34.3851	40.6626	34.1445	32.5121	35.4067
YOL003C	1137	18.0108	19.5634	16.3597	18.4495	18.8599	16.1751	17.4991	17.1288	17.6479	17.3835	20.3459	16.4425
YOL004W	4611	61.1056	61.7047	62.6434	56.9459	69.4794	59.3827	59.9797	62.9495	62.6692	58.4849	65.2821	64.9259
YOL005C	363	217.581	221.008	214.206	224.189	238.673	214.895	179.679	224.774	200.41	205.57	237.725	223.813
YOL006C	2310	23.2427	32.2929	35.1054	24.252	36.0258	30.3444	26.3887	30.7049	35.8355	28.4268	33.1416	40.127
YOL007C	1026	47.3859	44.6895	40.893	46.9239	52.0841	43.6611	44.9174	46.7705	42.999	40.0944	47.9279	47.8802
YOL008W	624	20.808	21.3044	21.6832	19.3023	20.6854	17.6361	17.1734	18.7249	16.5401	16.4385	18.193	17.4031
YOL009C	816	6.10628	9.72373	10.9611	5.72634	9.83177	10.6127	7.3278	10.3265	10.8779	7.99679	9.65448	12.5505
YOL010W	1104	24.5686	31.0008	31.0444	29.7178	31.2128	31.3545	29.0597	28.0494	29.8711	29.8525	30.9083	33.4643
YOL011W	2061	35.8478	46.5934	51.1338	41.4428	61.0979	53.401	51.1332	63.1714	64.0212	57.7498	71.3883	78.056
YOL012C	405	138.298	121.363	123.336	120.487	108.725	125.989	129.706	114.122	116.941	135.039	120.828	117.467
YOL013C	1656	25.4521	30.4018	32.2637	23.7538	32.9778	28.5073	21.7636	27.3487	32.9205	27.1385	29.9558	32.7568
YOL013W-A	192	137.121	112.713	88.7554	98.8012	26.2273	113.286	64.3119	107.495	30.7346	59.1432	26.8328	48.9186
YOL013W-B	291	0.578763	0	0	1.33447	0.531365	0.834607	0.930684	0	1.16753	0	0	0.825908
YOL014W	375	20.3011	17.9981	17.2637	20.804	20.1447	19.8125	21.4338	12.5175	18.2014	14.5559	14.7671	18.4355
YOL015W	1761	2.61454	2.8208	2.96292	2.8369	3.09073	2.82156	2.61053	3.41518	3.17145	3.18411	2.7822	3.51153
YOL016C	1344	32.1379	50.1033	59.7136	30.93	59.7701	62.2181	34.0357	60.6733	81.1899	51.0854	65.4078	92.3966
YOL017W	2145	5.16483	5.76091	5.84563	5.31022	5.8929	5.07993	5.43463	6.27885	6.47861	5.02472	6.41437	6.43688
YOL018C	1194	8.99537	17.7889	20.3602	11.852	20.9354	17.4863	12.1348	17.0787	18.7161	15.8768	18.3197	21.7325
